cohort_id,cohort_name,n_studies,n_papers,study_accessions,paper_ids,index_publication_pmid,countries,first_public_min,n_samples_total,unique_infants_est,unique_infants_outcome,body_sites,controlled_access,confidence,evidence,decision,cluster_id,paper_years,dropped_member_ids_not_in_dossier,unique_infants_est_prev,unique_infants_est_partial,unique_infants_est_source,included_study_accessions,n_included_studies
COH0325,singleton study PRJNA1029046,1,0,PRJNA1029046,,,Spain,2023-10-21,29,29.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbial Functionality and Its Correlation with Three Fecal Biomarkers""}}",singleton_deterministic,CC0253,,,,,subject_resolution:all_members,PRJNA1029046,1
COH0329,singleton study PRJNA1045596,1,0,PRJNA1045596,,,USA,2025-07-16,436,149.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The Intestinal Microbiome of Inflammatory Bowel Disease Across the Pediatric Age Range""}}",singleton_deterministic,CC0257,,,,,subject_resolution:all_members,PRJNA1045596,1
COH0331,singleton study PRJNA1049511,1,0,PRJNA1049511,,,Hong Kong,2024-06-30,1566,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gestational diabetes mellitus (GDM) impacts the maternal or infant microbiome trajectory""}}",singleton_deterministic,CC0259,,,,,cohorts_v3:unresolved,PRJNA1049511,1
COH0332,singleton study PRJNA1051094,1,0,PRJNA1051094,,,Kenya,2025-10-25,122,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Comparing the gut virome of HIV exposed, uninfected verses HIV unexposed Kenyan""}}",singleton_deterministic,CC0260,,,,,cohorts_v3:unresolved,PRJNA1051094,1
COH0333,singleton study PRJNA1062322,1,0,PRJNA1062322,,,Austria|USA,2024-01-10,57,23.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human milk cream alters intestinal microbiome of preterm infants""}}",singleton_deterministic,CC0261,,,,,subject_resolution:all_members,PRJNA1062322,1
COH0334,singleton study PRJNA1067625,1,0,PRJNA1067625,,,Haiti,2025-01-02,16,16.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbiome of children in Haiti""}}",singleton_deterministic,CC0262,,,,,subject_resolution:all_members,PRJNA1067625,1
COH0336,singleton study PRJNA1082298,1,0,PRJNA1082298,,,Ecuador,2024-05-26,2,2.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Analysis of fecal resistome in children""}}",singleton_deterministic,CC0264,,,,,subject_resolution:all_members,PRJNA1082298,1
COH0337,singleton study PRJNA1086532,1,0,PRJNA1086532,,,USA,2025-09-01,404,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Intestinal microbiomes of premature neonates with bacteremia""}}",singleton_deterministic,CC0265,,,,,cohorts_v3:unresolved,PRJNA1086532,1
COH0338,singleton study PRJNA1086674,1,0,PRJNA1086674,,,USA,2024-03-24,135,11.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The Impact of Oral Feedings on the Preterm Infant Microbiome and Metabolome""}}",singleton_deterministic,CC0266,,,,,subject_resolution:all_members,PRJNA1086674,1
COH0339,singleton study PRJNA1087376,1,0,PRJNA1087376,,,Bangladesh,2024-10-03,230,230.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""M4EFaD - Gut microbiome changes associated with malnutrition""}}",singleton_deterministic,CC0267,,,,,subject_resolution:all_members,PRJNA1087376,1
COH0340,singleton study PRJNA1102671,1,0,PRJNA1102671,,,South Africa,2025-06-23,11,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""High detection frequency of vaccine-associated polioviruses and non-polio enteroviruses in stools of""}}",singleton_deterministic,CC0268,,,,,cohorts_v3:unresolved,PRJNA1102671,1
COH0342,singleton study PRJNA1105631,1,0,PRJNA1105631,,,Germany,2025-10-23,196,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiome features of bronchopulmonary dysplasia""}}",singleton_deterministic,CC0270,,,,,cohorts_v3:unresolved,PRJNA1105631,1
COH0343,singleton study PRJNA1106451,1,0,PRJNA1106451,,,,2026-01-06,1,1.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic assembly of genomes from a segmented filamentous bacterium present in the""}}",singleton_deterministic,CC0271,,,,,subject_resolution:all_members,PRJNA1106451,1
COH0344,singleton study PRJNA1112983,1,0,PRJNA1112983,,,China,2024-05-26,202,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Kawasaki diseases patients metagenome Raw sequence reads""}}",singleton_deterministic,CC0272,,,,,cohorts_v3:unresolved,PRJNA1112983,1
COH0346,singleton study PRJNA1123170,1,0,PRJNA1123170,,,Bangladesh,2024-10-05,760,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""A microbiota-directed therapeutic food for severely malnourished children evaluated following acute nutritional""}}",singleton_deterministic,CC0274,,,,,cohorts_v3:unresolved,PRJNA1123170,1
COH0347,singleton study PRJNA1128803,1,0,PRJNA1128803,,,China,2024-06-30,9,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Macrogenome sequence of the infant gut microbiota""}}",singleton_deterministic,CC0275,,,,,cohorts_v3:unresolved,PRJNA1128803,1
COH0348,singleton study PRJNA1139951,1,0,PRJNA1139951,,,Malawi|USA,2024-08-31,544,61.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Long read metagenomics""}}",singleton_deterministic,CC0276,,,,,subject_resolution:all_members,PRJNA1139951,1
COH0349,singleton study PRJNA1141394,1,0,PRJNA1141394,,,USA,2025-06-23,133,12.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Biofilm metagenome Raw sequence reads""}}",singleton_deterministic,CC0277,,,,,subject_resolution:all_members,PRJNA1141394,1
COH0351,singleton study PRJNA1154644,1,0,PRJNA1154644,,,China,2025-03-30,94,15.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Species- and subspecies-level characterization of health-associated bacterial consortia that colonize the human""}}",singleton_deterministic,CC0279,,,,,subject_resolution:all_members,PRJNA1154644,1
COH0352,singleton study PRJNA1162635,1,0,PRJNA1162635,,,Hong Kong,2024-12-01,136,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""A Metagenome-Assembled Genome Inventory for Children (MAGIC)""}}",singleton_deterministic,CC0280,,,,,cohorts_v3:unresolved,PRJNA1162635,1
COH0353,singleton study PRJNA1169661,1,0,PRJNA1169661,,,Ireland,2025-03-07,152,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infamilk""}}",singleton_deterministic,CC0281,,,,,cohorts_v3:unresolved,PRJNA1169661,1
COH0354,singleton study PRJNA1189459,1,0,PRJNA1189459,,,Ireland,2024-11-29,89,89.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""MicrobeMon threemonth infant""}}",singleton_deterministic,CC0282,,,,,subject_resolution:all_members,PRJNA1189459,1
COH0355,singleton study PRJNA1195013,1,0,PRJNA1195013,,,Mexico,2026-02-22,44,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Stool microbiota from Mayan families. Age, town size, season, and food sourcing""}}",singleton_deterministic,CC0283,,,,,cohorts_v3:unresolved,PRJNA1195013,1
COH0357,singleton study PRJNA1206145,1,0,PRJNA1206145,,,USA,2025-09-21,108,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Shotgun sequencing of the gut microbiome from infants enrolled in a randomized""}}",singleton_deterministic,CC0285,,,,,cohorts_v3:unresolved,PRJNA1206145,1
COH0359,singleton study PRJNA1225421,1,0,PRJNA1225421,,,Ecuador,2025-11-23,210,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiome data from the ECoMiD cohort study in Ecuador""}}",singleton_deterministic,CC0287,,,,,cohorts_v3:unresolved,PRJNA1225421,1
COH0361,singleton study PRJNA1233922,1,0,PRJNA1233922,,,missing,2025-10-23,38,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""gut metagenome""}}",singleton_deterministic,CC0289,,,,,cohorts_v3:unresolved,PRJNA1233922,1
COH0363,singleton study PRJNA1241499,1,0,PRJNA1241499,,,USA,2026-04-19,30,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Pediatric IBD Shotgun Metagenomics, Metatranscriptomics, and 16S rRNA""}}",singleton_deterministic,CC0291,,,,,cohorts_v3:unresolved,PRJNA1241499,1
COH0364,singleton study PRJNA1249435,1,0,PRJNA1249435,,,USA,2026-04-19,315,63.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Neurobiological and neurocognitive consequences of diverse microbiome functional trajectories""}}",singleton_deterministic,CC0292,,,,,subject_resolution:all_members,PRJNA1249435,1
COH0367,singleton study PRJNA1257550,1,0,PRJNA1257550,,,Hong Kong,2025-05-28,1737,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Role of gut microbiota in eczema development""}}",singleton_deterministic,CC0295,,,,,cohorts_v3:unresolved,PRJNA1257550,1
COH0368,singleton study PRJNA1259152,1,0,PRJNA1259152,,,Hong Kong,2025-06-23,1252,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""MOMMY_IBD""}}",singleton_deterministic,CC0296,,,,,cohorts_v3:unresolved,PRJNA1259152,1
COH0369,singleton study PRJNA1260441,1,0,PRJNA1260441,,,Nigeria,2025-05-28,20,5.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Comparative evaluation of DNA extraction protocols for neonatal gut microbiota profiling in""}}",singleton_deterministic,CC0297,,,,,subject_resolution:all_members,PRJNA1260441,1
COH0371,singleton study PRJNA1274946,1,0,PRJNA1274946,,,Ireland,2025-07-03,353,353.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Siblings are Reservoirs for Microbial Metabolic Processes that Influence Allergy Development""}}",singleton_deterministic,CC0299,,,,,subject_resolution:all_members,PRJNA1274946,1
COH0374,singleton study PRJNA1286160,1,0,PRJNA1286160,,,Kazakhstan,2025-07-28,247,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Antibiotic resistance genes in infants with and without obesity""}}",singleton_deterministic,CC0302,,,,,cohorts_v3:unresolved,PRJNA1286160,1
COH0375,singleton study PRJNA1320699,1,0,PRJNA1320699,,,USA,2026-01-02,90,30.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""16S sequencing of infant stool Metagenome""}}",singleton_deterministic,CC0303,,,,,subject_resolution:all_members,PRJNA1320699,1
COH0376,singleton study PRJNA1337172,1,0,PRJNA1337172,,,Norway,2025-10-02,168,66.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Early prenatal antibiotic usage has limited impact on the microbiomes of infants""}}",singleton_deterministic,CC0304,,,,,subject_resolution:all_members,PRJNA1337172,1
COH0377,singleton study PRJNA1348516,1,0,PRJNA1348516,,,USA,2026-09-03,809,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic sequencing of stool samples of infants raw sequence reads""}}",singleton_deterministic,CC0305,,,,,cohorts_v3:unresolved,PRJNA1348516,1
COH0378,singleton study PRJNA1356541,1,0,PRJNA1356541,,,Kenya,2026-02-22,511,511.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic strain tracking among children in urban and rural communities in low-""}}",singleton_deterministic,CC0306,,,,,subject_resolution:all_members,PRJNA1356541,1
COH0379,singleton study PRJNA1364313,1,0,PRJNA1364313,,,USA,2025-12-26,361,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Antibiotic impact on preterm infant microbiome maturation""}}",singleton_deterministic,CC0307,,,,,cohorts_v3:unresolved,PRJNA1364313,1
COH0381,singleton study PRJNA1378986,1,0,PRJNA1378986,,,Australia,2026-04-19,1454,736.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human gut metagenome during the first year of life""}}",singleton_deterministic,CC0309,,,,,subject_resolution:all_members,PRJNA1378986,1
COH0384,singleton study PRJNA1404625,1,0,PRJNA1404625,,,Panama|Peru|USA,2026-01-20,835,337.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Investigating the role of the infant gut microbiome in rotavirus vaccine efficacy""}}",singleton_deterministic,CC0312,,,,,subject_resolution:all_members,PRJNA1404625,1
COH0385,singleton study PRJNA1406796,1,0,PRJNA1406796,,,Egypt,2026-01-25,30,1.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic Identification""}}",singleton_deterministic,CC0313,,,,,subject_resolution:all_members,PRJNA1406796,1
COH0386,singleton study PRJNA1413407,1,0,PRJNA1413407,,,Ireland,2026-01-25,108,32.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbial-based integrated model to measure and module brain development and function""}}",singleton_deterministic,CC0314,,,,,subject_resolution:all_members,PRJNA1413407,1
COH0387,singleton study PRJNA1414141,1,0,PRJNA1414141,,,China,2026-08-13,90,90.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut Microbiome Dysbiosis in Neonatal Lupus""}}",singleton_deterministic,CC0315,,,,,subject_resolution:all_members,PRJNA1414141,1
COH0388,singleton study PRJNA1435557,1,0,PRJNA1435557,,,Malaysia,2026-03-17,13,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""ROLE OF GUT MICROBIOME AND MICROBIAL EPITOPE IN ROTAVIRUS INFECTION AMONG MALAYSIAN""}}",singleton_deterministic,CC0316,,,,,cohorts_v3:unresolved,PRJNA1435557,1
COH0390,singleton study PRJNA1452619,1,0,PRJNA1452619,,,India,2026-05-13,159,32.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiome and growth faltering in Indian Infants""}}",singleton_deterministic,CC0318,,,,,subject_resolution:all_members,PRJNA1452619,1
COH0393,singleton study PRJNA1476247,1,0,PRJNA1476247,,,Uganda,2026-06-10,174,174.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Evaluating metagenomic sequencing as a stool-based diagnostic in children with presumptive TB""}}",singleton_deterministic,CC0321,,,,,subject_resolution:all_members,PRJNA1476247,1
COH0395,singleton study PRJNA1490646,1,0,PRJNA1490646,,,USA,2026-08-09,319,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut Microbiome of Pregnancy and Infancy""}}",singleton_deterministic,CC0323,,,,,cohorts_v3:unresolved,PRJNA1490646,1
COH0396,singleton study PRJNA1513833,1,0,PRJNA1513833,,,Kenya,2026-08-24,5,5.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""ENTERIC VIRAL DETECTION AND BACTERIAL MICROBIOME PROFILES IN CHILDREN UNDER FIVE YEARS""}}",singleton_deterministic,CC0324,,,,,subject_resolution:all_members,PRJNA1513833,1
COH0400,singleton study PRJNA268964,1,0,PRJNA268964,,,Peru|USA,2015-02-17,58,58.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human Gut Microbiome Metagenome""}}",singleton_deterministic,CC0328,,,,,subject_resolution:all_members,PRJNA268964,1
COH0402,singleton study PRJNA284162,1,0,PRJNA284162,,,USA,2015-09-02,48,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""STL Infant Twins Microbiome""}}",singleton_deterministic,CC0330,,,,,cohorts_v3:unresolved,PRJNA284162,1
COH0403,singleton study PRJNA287207,1,0,PRJNA287207,,,missing,2015-08-29,2,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Evaluation of vertical transmission between mother-infant""}}",singleton_deterministic,CC0331,,,,,cohorts_v3:unresolved,PRJNA287207,1
COH0405,singleton study PRJNA299342,1,0,PRJNA299342,,,China,2017-02-05,1,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""children intestinal bacteria about SFB metagenome""}}",singleton_deterministic,CC0333,,,,,cohorts_v3:unresolved,PRJNA299342,1
COH0406,singleton study PRJNA311208,1,0,PRJNA311208,,,USA,2016-07-16,11,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Severe gut microbiota dysbiosis is associated with poor growth in patients with""}}",singleton_deterministic,CC0334,,,,,cohorts_v3:unresolved,PRJNA311208,1
COH0407,singleton study PRJNA320015,1,0,PRJNA320015,,,USA,2016-05-15,2,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Technical validation of ethanol fixation on stool canine and infant metagenomes""}}",singleton_deterministic,CC0335,,,,,cohorts_v3:unresolved,PRJNA320015,1
COH0408,singleton study PRJNA322188,1,0,PRJNA322188,,,USA,2017-05-08,99,75.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Maturation of the Infant Microbiome Community Structure and Function Across Multiple Body""}}",singleton_deterministic,CC0336,,,,,subject_resolution:all_members,PRJNA322188,1
COH0409,singleton study PRJNA343008,1,0,PRJNA343008,,,Ireland,2018-03-03,48,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""feces metagenome Raw sequence reads""}}",singleton_deterministic,CC0337,,,,,cohorts_v3:unresolved,PRJNA343008,1
COH0410,singleton study PRJNA343144,1,0,PRJNA343144,,,Finland,2016-10-24,1,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant gut microbiome Metagenomic assembly""}}",singleton_deterministic,CC0338,,,,,cohorts_v3:unresolved,PRJNA343144,1
COH0411,singleton study PRJNA345144,1,0,PRJNA345144,,,,2019-06-02,646,210.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Probiotics in Pregnancy study""}}",singleton_deterministic,CC0339,,,,,subject_resolution:all_members,PRJNA345144,1
COH0413,singleton study PRJNA363003,1,0,PRJNA363003,,,,2017-12-12,27,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""human metagenome Raw sequence reads""}}",singleton_deterministic,CC0341,,,,,cohorts_v3:unresolved,PRJNA363003,1
COH0414,singleton study PRJNA380031,1,0,PRJNA380031,,,Italy,2017-03-30,3,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Maternal inheritance of bifidobacterial communities and bifidophages in infants through vertical transmission""}}",singleton_deterministic,CC0342,,,,,cohorts_v3:unresolved,PRJNA380031,1
COH0416,singleton study PRJNA387903,1,0,PRJNA387903,,,Estonia|Finland,2017-06-23,220,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Intestinal Virome Changes Precede Autoimmunity in Type I Diabetes Susceptible Children""}}",singleton_deterministic,CC0344,,,,,cohorts_v3:unresolved,PRJNA387903,1
COH0418,singleton study PRJNA394687,1,0,PRJNA394687,,,India|Mali|Mozambique,2017-12-10,27,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Confirmation of Shigella detection in culture negative PCR positive diarrheal cases using""}}",singleton_deterministic,CC0346,,,,,cohorts_v3:unresolved,PRJNA394687,1
COH0420,singleton study PRJNA398089,1,0,PRJNA398089,,,USA,2017-10-18,2041,106.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease""}}",singleton_deterministic,CC0348,,,,,subject_resolution:all_members,PRJNA398089,1
COH0421,singleton study PRJNA413160,1,0,PRJNA413160,,,,2017-12-12,16,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenome data from infant stools samples raw sequence reads""}}",singleton_deterministic,CC0349,,,,,cohorts_v3:unresolved,PRJNA413160,1
COH0422,singleton study PRJNA413162,1,0,PRJNA413162,,,,2017-12-12,19,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenome data from infant (PD and ProD) stools samples raw sequence reads""}}",singleton_deterministic,CC0350,,,,,cohorts_v3:unresolved,PRJNA413162,1
COH0424,singleton study PRJNA417343,1,0,PRJNA417343,,,USA,2019-08-01,269,53.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""preterm infant gut metagenomes (NIH Y5 Cohort)""}}",singleton_deterministic,CC0352,,,,,subject_resolution:all_members,PRJNA417343,1
COH0427,singleton study PRJNA433393,1,0,PRJNA433393,,,USA,2022-02-08,14,2.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""infant gut metagenomes (NIHL1)""}}",singleton_deterministic,CC0355,,,,,subject_resolution:all_members,PRJNA433393,1
COH0433,singleton study PRJNA46337,1,0,PRJNA46337,,,,2013-09-02,827,74.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The Neonatal Microbiome and Necrotizing Enterocolitis""}}",singleton_deterministic,CC0361,,,,,subject_resolution:all_members,PRJNA46337,1
COH0435,singleton study PRJNA477357,1,0,PRJNA477357,,,France|USA,2018-06-26,116,13.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiome in Severe Combined Immunodeficiency (X-linked)""}}",singleton_deterministic,CC0363,,,,,subject_resolution:all_members,PRJNA477357,1
COH0436,singleton study PRJNA482729,1,0,PRJNA482729,,,India,2019-08-02,24,6.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Effect of native and acetylated high amylose maize starch on fecal pH,""}}",singleton_deterministic,CC0364,,,,,subject_resolution:all_members,PRJNA482729,1
COH0437,singleton study PRJNA489090,1,0,PRJNA489090,,,USA,2019-10-07,429,55.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human infant gut metagenome, infant shotgun sequencing""}}",singleton_deterministic,CC0365,,,,,subject_resolution:all_members,PRJNA489090,1
COH0438,singleton study PRJNA489693,1,0,PRJNA489693,,,USA,2019-06-15,18,8.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbial Diversity of NICU Infant Feeding Tubes""}}",singleton_deterministic,CC0366,,,,,subject_resolution:all_members,PRJNA489693,1
COH0440,singleton study PRJNA508395,1,0,PRJNA508395,,,,2019-12-11,13,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Nanopore long read assembly of the human gut metagenome""}}",singleton_deterministic,CC0368,,,,,cohorts_v3:unresolved,PRJNA508395,1
COH0442,singleton study PRJNA526942,1,0,PRJNA526942,,,South Africa,2020-08-15,4,4.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""uncultured crAssphage strain:ZA | isolates :M186D4, C0521BW15,C0526BW15, C0521BD4, and C0531BW4""}}",singleton_deterministic,CC0370,,,,,subject_resolution:all_members,PRJNA526942,1
COH0443,singleton study PRJNA529400,1,0,PRJNA529400,,,Tanzania,2019-03-30,68,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Homo sapiens Metagenome""}}",singleton_deterministic,CC0371,,,,,cohorts_v3:unresolved,PRJNA529400,1
COH0445,singleton study PRJNA543967,1,0,PRJNA543967,,,China,2020-06-21,126,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""human gut metagenome Metagenome""}}",singleton_deterministic,CC0373,,,,,cohorts_v3:unresolved,PRJNA543967,1
COH0446,singleton study PRJNA544346,1,0,PRJNA544346,,,China,2021-01-04,56,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""fecal sample collected healthy human Raw sequence reads""}}",singleton_deterministic,CC0374,,,,,cohorts_v3:unresolved,PRJNA544346,1
COH0452,singleton study PRJNA588513,1,0,PRJNA588513,,,China,2021-01-04,942,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""human gut metagenome Metagenome""}}",singleton_deterministic,CC0380,,,,,cohorts_v3:unresolved,PRJNA588513,1
COH0454,singleton study PRJNA60717,1,0,PRJNA60717,,,,2012-09-12,1,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic analysis of infant stool sample""}}",singleton_deterministic,CC0382,,,,,cohorts_v3:unresolved,PRJNA60717,1
COH0456,singleton study PRJNA629392,1,0,PRJNA629392,,,Turkey,2020-05-01,21,6.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metabolic recovery with eculizumab precision therapy of CHAPLE disease""}}",singleton_deterministic,CC0384,,,,,subject_resolution:all_members,PRJNA629392,1
COH0457,singleton study PRJNA657818,1,0,PRJNA657818,,,Not Collected,2020-11-18,263,73.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Delivery mode impacts newborn gut colonization efficiency""}}",singleton_deterministic,CC0385,,,,,subject_resolution:all_members,PRJNA657818,1
COH0465,singleton study PRJNA686821,1,0,PRJNA686821,,,Hong Kong,2021-08-30,128,128.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Shotgun metagenomics data from human stool microorganism Raw sequence reads""}}",singleton_deterministic,CC0393,,,,,subject_resolution:all_members,PRJNA686821,1
COH0466,singleton study PRJNA688164,1,0,PRJNA688164,,,Poland,2021-01-05,22,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Role of synbiotics to prevalence of LRTinfections in infants:gut metagenomic analysis""}}",singleton_deterministic,CC0394,,,,,cohorts_v3:unresolved,PRJNA688164,1
COH0469,singleton study PRJNA715615,1,0,PRJNA715615,,,Cote d'Ivoire,2023-03-11,11,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Rural infant gut microbiota""}}",singleton_deterministic,CC0397,,,,,cohorts_v3:unresolved,PRJNA715615,1
COH0470,singleton study PRJNA716780,1,0,PRJNA716780,,,Italy,2022-04-04,254,129.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Mothers/children Metagenome""}}",singleton_deterministic,CC0398,,,,,subject_resolution:all_members,PRJNA716780,1
COH0471,singleton study PRJNA725597,1,0,PRJNA725597,,,Sweden,2021-05-07,355,36.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""The role of maternal exposures on commensal microbes""}}",singleton_deterministic,CC0399,,,,,subject_resolution:all_members,PRJNA725597,1
