study_accession,triage_verdict,outcome,confidence,reason_code,evidence,model,decision_stage,note,n_infant_samples_est,body_site_call,slot,validator_ok,validator_msg,study_title,n_samples,n_runs,first_public_min,sig_infant_hit,sig_infant_title,screen_haiku,linked_infant_paper,universe_slice,catalog_status,assessed_downstream,recov_age,recov_antibiotics,recov_delivery,recov_feeding,recov_preterm,recov_probiotic,cohort_id,cohort_name,cohort_crosswalk_names,n_biosample_infant_flagged,n_linked_papers,linked_pmids,median_gbp,median_read_len,paired_share,instrument_model_top,generation_top,timepoint_class,country_top,worklist_rank,expected_field_yield,effort_class,controlled_access,n_biosamples,sample_unit,cov_probiotic_exposure,cov_preterm_status,cov_gestational_age_weeks,cov_delivery_mode,cov_feeding_mode,cov_antibiotic_exposure,cov_age_at_collection_days,cov_birth_weight_grams,cov_country,cov_maternal_antibiotics,cov_hmo_supplementation,cov_nec_status,cov_health_condition,cov_multiple_birth,cov_sibling_in_study,cov_geo_subregion,n_unique_infants_est,max_timepoints,longitudinal,n_mothers,n_infant_scope_samples,ena_url,ncbi_url,n_age_scope_infant,n_adult_flagged,n_age_unknown_mixed_study,n_age_unknown_no_study_estimate,n_infant_evidenced,n_non_infant_role,n_study_all_infant,mixed_age_deposit,n_infant_role_samples,n_infant_samples_with_subject,n_unique_infants_source,n_unique_infants_upper,n_unique_infants_display,n_sample_rows,n_biosamples_shared_with_other_study,sp_n_samples_profiled,sp_frac_samples_profiled,sp_median_bifidobacterium_ra,sp_median_shannon_genus,sp_n_runs_profiled,sp_frac_runs_profiled,sp_coverage_class,sp_frac_runs_flagged,sp_frac_low_complexity_profiled,sp_frac_low_depth_profiled,sp_median_spf,sp_median_known_species_fraction,sp_auditor_attention,sp_auditor_reason,first_author,last_author,n_authors,n_author_papers,organisations,sp_median_scope,sp_n_samples_panel,sp_panel_scope,sp_coverage_note,n_catalog_scope,n_excluded_host_or_isolate,n_body_site_excluded,n_run_units,n_parent_biosamples,shared_biosample_note
PRJEB108038,include,included,0.9499999999999998,,"[{""source"": ""study.title"", ""quote"": ""Neonatal Jaundice and the Infant Gut Microbiome""}, {""source"": ""study.description"", ""quote"": ""term neonates within 48 hours after birth""}, {""source"": ""sample.title"", ""quote"": ""Neonate fecal sample CG.02""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Neonatal Jaundice and the Infant Gut Microbiome: An Integrated Shotgun Metagenomics and Bidirectional Mendelian Randomization Study in Xinjiang,16,21,2026-02-11,True,True,,True,enumeration_v1,included,True,R0,R3,R0,R3,R0,R3,COH0060,Niu 2026 China,,16,1,41834868,9.2205828,75.0,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,China,296.0,1.725,fulltext_only,False,16,biosample,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,16,https://www.ebi.ac.uk/ena/browser/view/PRJEB108038,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108038,16,0,0,0,16,0,0,False,16,0,no_subject_evidence,16.0,"unknown (≤ 16, no subject evidence)",16,0,5,0.3125,0.206931,0.6652627641458542,5,0.2381,partial,0.0,0.2,0.0,97.69,97.83,False,,Niu M,Chen Y,10,1,"Department of Pediatrics, The First Affiliated Hospital of Shihezi University; Department of Pediatrics",catalog_scope_adequate_depth,5,catalog_scope_adequate_depth,,16,0,0,0,0,
PRJEB108612,include,included,0.8166666666666668,,"[{""source"": ""study.description"", ""quote"": ""5,328 gut metagenomes from 969 infants and 1,785 parents""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,MOMmy-Microbiome_Epigenome_Neurodevelopment,5328,5328,2026-02-22,True,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0279,singleton study PRJEB108612,MOMMY,961,0,,6.374448299,74.49431349187648,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Hong Kong,302.0,0.5,abstract_only,False,5328,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,5328,https://www.ebi.ac.uk/ena/browser/view/PRJEB108612,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108612,0,0,0,5328,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),5328,0,4603,0.8639,,,4603,0.8639,partial,0.0,0.0552,0.0022,,,False,,,,0,0,the chinese university of hong kong; The Chinese University of Hong Kong,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB108678,include,included,0.8833333333333333,,"[{""source"": ""sample.title"", ""quote"": ""15626.12121.Infant.ABXExposed.22STL6423""}, {""source"": ""sample.attr.host_body_site"", ""quote"": ""UBERON:feces""}, {""source"": ""study.description"", ""quote"": ""shotgun metagenomics analysis will be used to analyze changes""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,300.0,,triage_verdict,True,,MPRINT: mother-infant dyads and antibiotic exposure,572,572,2026-02-24,True,True,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0280,singleton study PRJEB108678,Breast Milk;MPRINT,284,0,,2.7085125315000003,75.11499980712519,1.0,Illumina NovaSeq X,gen3,single_timepoint,USA;USA:CA:San Diego,327.0,0.5,abstract_only,False,572,biosample,0.0,0.0,0.0,0.0,0.0,0.7237762237762237,0.9615384615384616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,7.0,True,288,295,https://www.ebi.ac.uk/ena/browser/view/PRJEB108678,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108678,284,277,0,0,284,11,0,False,284,284,subject_ids,80.0,80,572,0,519,0.9073,0.734632,0.9669409535695401,519,0.9073,partial,0.0,0.0674,0.0,85.85,94.85,False,,,,0,0,University of California San Diego Microbiome Initiative,catalog_scope_adequate_depth,269,catalog_scope_adequate_depth,,284,0,0,0,0,
PRJEB10914,include,included,0.7999999999999999,,"[{""source"": ""study.description"", ""quote"": ""gut, oral, and skin microbiome of these newborns""}, {""source"": ""study.description"", ""quote"": ""during the first month of life""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,gut/oral/skin (newborn cohort),triage_verdict,True,,Developmental Ecology of the Human Microbiome - Restoration Study of babies.,1016,1016,2016-01-04,True,False,,False,enumeration_v1,included,True,R3,R3,R3,R3,R3,R3,COH0281,singleton study PRJEB10914,,141,1,36093611,0.0019182575,150.18584554420545,0.0,unspecified,other,single_timepoint,GAZ:United States of America,100.0,4.0,fulltext_only,False,1016,biosample,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,17.0,6.0,True,602,8,https://www.ebi.ac.uk/ena/browser/view/PRJEB10914,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB10914,414,0,0,0,414,602,0,False,414,317,subject_ids_partial,114.0,17–114 (subject ids on 317/414 samples),1016,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Korpela K,de Vos WM,2,1,University of California San Diego Microbiome Initiative,no_profiled_samples,0,no_profiled_samples,,8,0,925,0,0,
PRJEB110410,include,included,0.7666666666666666,,"[{""source"": ""study.description"", ""quote"": ""gut microbiome of children below 3 years""}, {""source"": ""sample.title (sample)"", ""quote"": ""Ex_vivo_young_children_8""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,100.0,gut/stool,triage_verdict,True,,The impact of dietary fibres on gut microbiome of young children: insights from ex vivo experiments and an observational cohort,156,156,2026-04-24,False,True,unsure,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0282,singleton study PRJEB110410,,0,0,,0.603443956,74.52042700496554,1.0,NextSeq 2000,bench,single_timepoint,Belgium,347.0,0.5,abstract_only,False,156,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,156,https://www.ebi.ac.uk/ena/browser/view/PRJEB110410,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB110410,0,0,156,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),156,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Cryptobiotix,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJEB110894,include,included,0.95,,"[{""source"": ""study.title"", ""quote"": ""Preterm Neonatal Stool Metagenomes""}, {""source"": ""study.description"", ""quote"": ""VLBW preterm infant stool samples""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,discovery=frame_free_sweep; ENA taxon=clinical metagenome,,,triage_verdict,True,,Preterm Neonatal Stool Metagenomes+,365,365,2026-04-08,True,True,,False,growth_frame_free_sweep_2026-09-24,included,True,R0,R0,R0,R0,R1,R0,COH2350,singleton study PRJEB110894,,365,0,,3.8778130255,75.1664409253618,1.0,Illumina HiSeq 2000,gen1,single_timepoint,United Kingdom,252.0,1.85,archive_attributes_only,False,365,biosample,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,365,https://www.ebi.ac.uk/ena/browser/view/PRJEB110894,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB110894,365,0,0,0,365,0,0,False,365,0,no_subject_evidence,365.0,"unknown (≤ 365, no subject evidence)",365,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Newcastle University,no_profiled_samples,0,no_profiled_samples,,365,0,0,0,0,
PRJEB111647,include,included,0.8666666666666667,,"[{""source"": ""study.description"", ""quote"": ""samples taken at one month, six months, 12 months and 24 months""}, {""source"": ""sample.attr.host_body_site"", ""quote"": ""Faeces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,1441.0,,triage_verdict,True,,Restoration of Microbiota in Newborns,1441,1441,2026-04-17,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0283,singleton study PRJEB111647,,336,0,,17.530633764,74.76436766064056,1.0,DNBSEQ-T7,mgi,single_timepoint,Sweden,310.0,0.5,abstract_only,False,1441,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,1.0,False,184,543,https://www.ebi.ac.uk/ena/browser/view/PRJEB111647,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB111647,1257,0,0,0,0,184,1257,False,1257,1257,subject_ids,222.0,222,1441,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Centre for Translational Microbiome Research (CTMR),no_profiled_samples,0,no_profiled_samples,,543,0,714,0,0,
PRJEB112735,include,included,0.7999999999999999,,"[{""source"": ""study.title"", ""quote"": ""Investigating infant gut microbial composition (1 month and 10 years)""}, {""source"": ""sample.title"", ""quote"": ""COPSAC2010 cohort study of infant gut microbi""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Investigating infant gut microbial composition (1 month and 10 years),932,932,2026-05-13,True,True,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0284,singleton study PRJEB112735,COPSAC;COPSAC2010,932,0,,8.389009514000001,72.83538638235441,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Denmark,316.0,0.5,abstract_only,False,932,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,611,https://www.ebi.ac.uk/ena/browser/view/PRJEB112735,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB112735,611,321,0,0,611,0,0,False,611,0,no_subject_evidence,611.0,"unknown (≤ 611, no subject evidence)",932,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,Copenhagen University,no_profiled_samples,0,no_profiled_samples,,611,0,0,0,0,
PRJEB11419,include,included,0.85,,"[{""source"": ""paper.supp.table"", ""quote"": ""Age(days) 1080""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",deterministic,supp_rescue_deterministic,rescued: 39 study-matched sample rows with age<=3y in mmc1.xlsx[Table S1!Age(days)] (paper 33005310); prior outcome unsure_adjudicated/None; opus_rescue=include,39.0,"feces (also oral, skin)",triage_verdict,True,,American Gut Project,7024,12541,2015-10-15,False,False,no,True,enumeration_v1,included,True,R2,R3,R2,R2,R3,R2,COH0285,singleton study PRJEB11419,,0,4,33005310;36032669;38188664;39287373,0.3526696105,75.05682501394226,0.7004226138266486,Illumina NovaSeq 6000,gen3,single_timepoint,USA,2.0,7.0,multiple_supp_tables,False,7024,biosample,0.7002324905550712,0.0,0.0,0.7784074396977623,0.0005812263876780006,0.970066841034583,0.6573670444638187,0.0,0.6685556524266202,0.0,0.0,0.0,0.0,0.0,0.0,0.574106364428945,,1.0,False,2,2436,https://www.ebi.ac.uk/ena/browser/view/PRJEB11419,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB11419,79,4583,2362,0,79,0,0,True,79,67,subject_ids_all_distinct,79.0,≤ 79 (one subject id per sample),7024,0,888,0.1264,,,1250,0.0997,partial,0.0,0.0023,0.0,,,False,,Mancabelli L,Ventura M,23,4,University of California San Diego Microbiome Initiative,fallback:no_age_evidenced_profiled_samples,0,fallback:no_age_evidenced_profiled_samples,,78,0,140,0,0,
PRJEB12669,include,included,0.6166666666666666,,"[{""source"": ""study.title"", ""quote"": ""Gut microbiota of 10 pairs of Chinese infant twins""}, {""source"": ""study.description"", ""quote"": ""ranged in age from 0 to 6 years old""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""stool""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut microbiota of 10 pairs of Chinese infant twins,19,26,2016-06-12,True,True,,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R2,COH0287,singleton study PRJEB12669,,19,10,34152069;36123315;36177457;36316342;37169786;37191543;38172624;38441032;39287373;41350579,1.0687850970000001,151.0,1.0,Illumina HiSeq 4000,gen2,single_timepoint,China,134.0,8.0,multiple_supp_tables,False,19,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,19,https://www.ebi.ac.uk/ena/browser/view/PRJEB12669,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB12669,15,0,0,4,15,0,0,False,15,15,subject_ids_all_distinct,15.0,≤ 15 (one subject id per sample),19,0,16,0.8421,0.026635,2.408015841060516,16,0.6154,partial,0.0,0.0,0.0,83.45,79.44,False,,Fontana F,Milani C,58,11,Shenzhen Following Precision Medical Research Institute,catalog_scope_adequate_depth,13,catalog_scope_adequate_depth,,15,0,0,0,0,
PRJEB14801,include,included,0.5833333333333334,,"[{""source"": ""study.description"", ""quote"": ""longitudinal babies from PR""}, {""source"": ""sample.title"", ""quote"": ""1774.11.Inte.Puer""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Puerto Rico and Plantanal,655,655,2016-07-14,True,False,,False,enumeration_v1,included,True,R0,R0,R3,R3,R0,R0,COH0288,singleton study PRJEB14801,,100,0,,0.003610201,99.57234953857024,0.0,Illumina HiSeq 2000,gen1,single_timepoint,GAZ:Puerto Rico;Puerto Rico:San Juan,237.0,1.9,fulltext_only,False,655,biosample,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,False,47,20,https://www.ebi.ac.uk/ena/browser/view/PRJEB14801,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB14801,100,555,0,0,100,0,0,True,100,100,subject_ids,20.0,20,655,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of California San Diego Microbiome Initiative,no_profiled_samples,0,no_profiled_samples,,20,0,479,0,0,
PRJEB14935,include,included,0.9166666666666666,,"[{""source"": ""study.title"", ""quote"": ""Term and preterm shotgun samples""}, {""source"": ""sample.title"", ""quote"": ""infant faeces""}, {""source"": ""study.description"", ""quote"": ""Infants were born at the Neonatal Intensive Care Unit""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,3.0,,triage_verdict,True,,Term and preterm shotgun samples,3,3,2017-09-20,True,True,,True,enumeration_v1,included,True,R2,R2,R2,R3,R3,R3,COH0289,singleton study PRJEB14935,,3,2,29096601;37169786,2.724231,125.0,1.0,Illumina HiSeq 2000,gen1,single_timepoint,United Kingdom,268.0,6.4,one_supp_table,False,3,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,3,https://www.ebi.ac.uk/ena/browser/view/PRJEB14935,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB14935,3,0,0,0,0,0,3,False,3,0,no_subject_evidence,3.0,"unknown (≤ 3, no subject evidence)",3,0,2,0.6667,0.849672,0.5569118961844453,2,0.6667,partial,0.0,0.5,0.0,93.995,93.505,False,,Alcon-Giner C,Hall LJ,18,2,Institute of Food Research,catalog_scope_adequate_depth,2,catalog_scope_adequate_depth,,3,0,0,0,0,
PRJEB14941,include,included,0.5666666666666667,,"[{""source"": ""sample.title"", ""quote"": ""2024.birth.MNIH02UP.BFF10F.infant.FE""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces, mucus, saliva, breast milk""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,The microbiota at multiple body sites during pregnancy in a rural Tanzanian population and the effects of Moringa supplemented probiotic yogurt.,1118,1118,2016-07-29,True,True,,False,enumeration_v1,included,True,R3,R0,R0,R0,R0,R0,COH0290,singleton study PRJEB14941,,146,0,,0.0025982089999999998,151.0,0.0,Illumina MiSeq,bench,single_timepoint,GAZ:Tanzania,253.0,1.5500000000000005,fulltext_only,False,1118,biosample,0.8859416445623343,0.0,0.0,0.0,0.0,0.029177718832891247,0.8779840848806366,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,6.0,True,367,113,https://www.ebi.ac.uk/ena/browser/view/PRJEB14941,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB14941,203,831,0,19,203,65,0,True,203,203,subject_ids,39.0,39,1118,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,,,0,0,University of California San Diego Microbiome Initiative,no_profiled_samples,0,no_profiled_samples,,104,0,374,0,0,
PRJEB14969,include,included,0.55,,"[{""source"": ""study.title"", ""quote"": ""2 to 3 year old Australian children""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}, {""source"": ""study.description"", ""quote"": ""37 well-nourished Australian children aged between 2 to 3""}]",claude-opus-5,opus_adjudication,,,,triage_verdict,True,,Dairy and plant based food intakes are associated with altered faecal microbiota in 2 to 3 year old Australian children.,37,37,2016-07-31,False,False,yes,True,enumeration_v1,included,True,R3,R3,R0,R3,R0,R0,COH0061,Smith-Brown 2016 Australia,,0,1,27694811,0.048494697,300.4481522834345,0.0,Illumina MiSeq,bench,single_timepoint,,264.0,2.6000000000000005,fulltext_only,False,37,biosample,0.0,1.0,1.0,0.8378378378378378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,37,https://www.ebi.ac.uk/ena/browser/view/PRJEB14969,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB14969,37,0,0,0,37,0,0,False,37,37,subject_ids_all_distinct,37.0,≤ 37 (one subject id per sample),37,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Smith-Brown P,Davies PS,4,1,University of California San Diego Microbiome Initiative,no_profiled_samples,0,no_profiled_samples,,37,0,0,0,0,
PRJEB15257,include,included,0.92,,"[{""source"": ""study.title"", ""quote"": ""preterm infant gut microbiome""}, {""source"": ""sample.title"", ""quote"": ""Preterm infant healthy gut sample""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,gap_fill: study absent from original universe (literature_unmatched_bioproject:enumeration_miss_generic_metagenome_taxon_no_hos),15.0,gut/faeces,triage_verdict,True,,The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics.,15,15,2016-09-23,True,True,,True,gap_fill_2026-09-18,included,True,R2,R2,R2,R2,R1,R2,,,,15,4,28149696;34362295;37191543;39138199,2.679320716,128.7694288169131,1.0,Illumina MiSeq,bench,single_timepoint,United Kingdom,149.0,8.225,multiple_supp_tables,False,15,biosample,0.0,0.0,0.7333333333333333,0.7333333333333333,1.0,0.5333333333333333,0.7333333333333333,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,False,0,15,https://www.ebi.ac.uk/ena/browser/view/PRJEB15257,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB15257,15,0,0,0,11,0,4,False,15,0,no_subject_evidence,15.0,"unknown (≤ 15, no subject evidence)",15,0,13,0.8667,0.0,1.0788039126889966,13,0.8667,partial,0.0,0.0,0.0,66.35,97.38999999999999,False,,Rose G,Kroll JS,26,4,PUBLIC HEALTH ENGLAND,catalog_scope_adequate_depth,13,catalog_scope_adequate_depth,,15,0,0,0,0,
PRJEB15633,include,included,0.6666666666666666,,"[{""source"": ""study.description"", ""quote"": ""infant gut microbiota from 33 Gambian mother/infant pairs""}, {""source"": ""study.description"", ""quote"": ""4, 16, and 20 weeks postpartum""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Growth and Morbidity of Gambian Infants are Influenced by Maternal Milk Oligosaccharides and Infant Gut Microbiota,85,85,2016-11-01,True,False,,True,enumeration_v1,included,True,R2,R3,R2,R2,R3,R3,COH0062,Davis 2017 Gambia,,0,4,28079170;33005310;35406036;42618579,0.004032315,251.0,0.0,Illumina MiSeq,bench,single_timepoint,The Gambia,89.0,6.8,multiple_supp_tables,False,85,biosample,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,True,0,85,https://www.ebi.ac.uk/ena/browser/view/PRJEB15633,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB15633,85,0,0,0,85,0,0,False,85,85,subject_ids,33.0,33,85,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Davis JC,Zivkovic AM,41,4,University of California San Diego Microbiome Initiative,no_profiled_samples,0,no_profiled_samples,,85,0,0,0,0,
PRJEB21259,include,included,0.6,,"[{""source"": ""paper.fulltext.methods"", ""quote"": ""children under 5 years of age presenting with symptoms""}, {""source"": ""paper.fulltext.methods"", ""quote"": ""28 faecal metagenomes from children with culture-confirmed salmonellosis""}, {""source"": ""paper.fulltext.data_availability"", ""quote"": ""European Nucleotide Archive (ENA) (project PRJEB21259)""}]",claude-fable-5-1,session_model_review_round2,"human-review round 2 (evidence_limited_to=fulltext): 28 stool shotgun metagenomes (196 runs, Sanger) from under-5 paediatric culture-confirmed salmonellosis cases at Children's Hospital No. 1, Ho Chi Minh City. Per-patient ages are not published, so the 0-36 m subset cannot be counted; the healthy control set the paper reuses (PRJEB22032, children up to 5 y) is a separate accession not in this que",,stool,triage_verdict,True,,AMR_metagenomic_sequencing,28,196,2021-10-13,False,False,,False,growth_reenum_delta_2026-09-18,included,True,R0,R3,R0,R0,R0,R0,COH2316,singleton study PRJEB21259,,0,2,41144256,0.44650175,62.5,1.0,Illumina HiSeq 2500,gen1,longitudinal_5+,,335.0,0.85,fulltext_only,False,28,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,28,https://www.ebi.ac.uk/ena/browser/view/PRJEB21259,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB21259,0,0,0,28,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),28,0,24,0.8571,,,153,0.7806,partial,0.0,0.1667,0.0,,,False,,Dziegiel AH,Mather AE,23,2,Wellcome Sanger Institute,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB22032,include,included,0.68,,"[{""source"": ""study.title"", ""quote"": ""healthy adult and infant gut microbiota""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}, {""source"": ""study.description"", ""quote"": ""\u2018normal\u2019 gut community of healthy Vietnamese people""}]",claude-opus-5,opus_adjudication,,15.0,,triage_verdict,True,,Characterization_of_healthy_adult_and_infant_gut_microbiota_in_Vietnamese_People,42,42,2022-08-16,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0292,singleton study PRJEB22032,,0,0,,3.0636803749999997,62.5,1.0,Illumina HiSeq 2500,gen1,single_timepoint,,388.0,0.5,abstract_only,False,42,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,42,https://www.ebi.ac.uk/ena/browser/view/PRJEB22032,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB22032,0,0,42,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),42,0,38,0.9048,,,38,0.9048,partial,0.0,0.0,0.0,,,False,,,,0,0,Wellcome Sanger Institute,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB22207,include,included,0.85,,"[{""source"": ""study.title"", ""quote"": ""Gut microbiome diagnostics in pre-term babies""}, {""source"": ""study.description"", ""quote"": ""pre-term babies suffering from Necrotising EnteroColitis""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut microbiome diagnostics in pre-term babies,17,19,2017-08-21,True,False,,True,enumeration_v1,included,True,R2,R3,R0,R0,R3,R3,COH0063,Leggett 2020,,0,3,31844297;38172624,10.102983191,276.0,0.21052631578947367,MinION,other,single_timepoint,,251.0,3.8000000000000007,one_supp_table,False,17,biosample,0.47058823529411764,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,17,https://www.ebi.ac.uk/ena/browser/view/PRJEB22207,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB22207,0,0,0,17,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),17,0,4,0.2353,,,4,0.2105,partial,0.0,0.0,0.0,,,False,,Leggett RM,Clark MD,29,2,The Genome Analysis Centre,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
